Date,Outdoor Temperature (°C),Heat Power (kW),Heat Demand (kWh),Electric Power (kW),COP,Target Flow Temperature (°C),Flow Temperature (°C),Return Temperature (°C)
2023-01-01 00:00:00,5.5,2.37,1.185,0.5171965672251737,4.582397003745318,30.875,30.875,28.044135212613472
2023-01-01 00:30:00,5.5,2.37,1.185,0.5171965672251737,4.582397003745318,30.875,30.875,28.044135212613472
2023-01-01 01:00:00,5.5,2.37,1.185,0.5171965672251737,4.582397003745318,30.875,30.875,28.044135212613472
2023-01-01 01:30:00,5.5,2.37,1.185,0.5171965672251737,4.582397003745318,30.875,30.875,28.044135212613472
2023-01-01 02:00:00,5.5,2.37,1.185,0.5171965672251737,4.582397003745318,30.875,30.875,28.044135212613472
2023-01-01 02:30:00,5.5,2.37,1.185,0.5171965672251737,4.582397003745318,30.875,30.875,28.044135212613472
2023-01-01 03:00:00,5.5,2.37,1.185,0.5171965672251737,4.582397003745318,30.875,30.875,28.044135212613472
2023-01-01 03:30:00,5.5,2.37,1.185,0.5171965672251737,4.582397003745318,30.875,30.875,28.044135212613472
2023-01-01 04:00:00,5.5,2.37,1.185,0.5171965672251737,4.582397003745318,30.875,30.875,28.044135212613472
2023-01-01 04:30:00,5.5,2.37,1.185,0.5171965672251737,4.582397003745318,30.875,30.875,28.044135212613472
